,country,year,similarity
87,Canada,1867,0.28334653
88,Canada,2011,0.26404935
89,Cape Verde,1980,1.0
90,Caribbean Charter,1997,1.0000002
91,Central African Republic,1981,1.0000002
92,Central African Republic,1994,0.47515357
93,Central African Republic,2004,0.4697812
94,Central African Republic,2013,0.10060124
95,Chad,1960,0.99999994
96,Chad,1962,0.524019
97,Chad,1996,0.34027785
98,Chile,1823,1.0000004
99,Chile,1828,0.2187341
100,Chile,1833,0.3033504
101,Chile,1925,0.1299218
102,Chile,1980,0.088319525
103,China,1914,1.0000001
104,China,1923,0.02452981
105,China,1947,0.066175275
106,China,1949,0.011715426
107,China,1954,0.0081539955
108,China,1975,0.0031031703
109,China,1978,0.006924147
110,China,1982,0.009429414
111,Colombia,1811,0.99999607
112,Colombia,1830,0.14610332
113,Colombia,1832,0.24409227
114,Colombia,1843,0.25477663
115,Colombia,1853,0.3331671
116,Colombia,1858,0.16983499
117,Colombia,1863,0.16914833
118,Colombia,1886,0.13534096
119,Colombia,1991,0.13263077
120,Comoros,1996,1.0000008
121,Comoros,2001,0.39504632
122,Congo,1963,1.0000006
123,Congo,1979,0.4285284
124,Congo,1992,0.38602433
125,Congo,2001,0.3477354
126,Costa Rica,1848,0.99999994
127,Costa Rica,1871,0.36479086
128,Costa Rica,1917,0.57180625
129,Costa Rica,1949,0.70142037
130,Croatia,1991,1.0000004
131,Cuba,1940,0.9999998
132,Cuba,1959,0.5818112
133,Cuba,1976,0.3632192
134,Cyprus,1960,1.0000004
135,Czechoslovakia,1918,0.9999999
136,Czechoslovakia,1920,1.0
137,Czechoslovakia,1960,0.043509126
138,Czech Republic,1993,0.027347276
139,Democratic Republic of the Congo,1964,0.9999996
140,Democratic Republic of the Congo,1967,0.0333447
141,Democratic Republic of the Congo,2003,0.36321253
142,Democratic Republic of the Congo,2005,0.5986185
143,Denmark,1866,0.9999999
144,Denmark,1953,0.07644819
145,Djibouti,1977,1.0
146,Djibouti,1992,0.37875736
147,Dominican Republic,1821,0.9999999
148,Dominican Republic,1858,0.9999992
149,Dominican Republic,1934,0.07546036
150,Dominican Republic,1942,0.07792235
151,Dominican Republic,1947,0.12354409
152,Dominican Republic,1955,0.14995794
153,Dominican Republic,1962,0.08499024
154,Dominican Republic,1963,0.10650927
155,Dominican Republic,1966,0.10334106
156,Dominican Republic,1994,0.09435523
157,Dominican Republic,2002,0.10401502
158,Dominican Republic,2010,0.095165044
159,Dominica,1978,0.10790746
160,East Timor,2002,1.0000004
161,Ecuador,1830,0.99999964
162,Ecuador,1869,0.09258719
163,Ecuador,1884,0.09017241
164,Ecuador,1897,0.35167804
165,Ecuador,1906,0.074901626
166,Ecuador,1946,0.39678985
167,Ecuador,1967,0.40650836
168,Ecuador,1978,0.2139061
169,Ecuador,1997,0.2707998
170,Ecuador,1998,0.19658719
171,Ecuador,2008,0.4726956
172,Egypt,1923,0.99999994
173,Egypt,1956,0.32076272
174,Egypt,1971,0.41859275
175,Egypt,2012,0.16196729
176,Egypt,2014,0.20889582
177,El Salvador,1824,1.0000006
178,El Salvador,1841,0.43628585
179,El Salvador,1871,0.28580457
180,El Salvador,1872,0.2657514
181,El Salvador,1880,0.35959595
182,El Salvador,1883,0.22956665
183,El Salvador,1886,0.29840237
184,El Salvador,1939,0.33358002
185,El Salvador,1950,0.31241614
186,Equatorial Guinea,1968,1.0
187,Equatorial Guinea,1973,0.6159034
188,Equatorial Guinea,1982,0.46833894
189,Equatorial Guinea,1991,0.5494072
190,Eritrea,1997,1.0
191,Estonia,1920,1.0000001
192,Estonia,1937,0.04300936
193,Estonia,1978,0.0026718567
194,Estonia,1992,0.016242983
195,Ethiopia,1931,1.0000004
196,Ethiopia,1955,0.88700575
197,Ethiopia,1987,0.11516909
198,Ethiopia,1994,0.2093505
199,Fiji,1970,0.99999624
200,Fiji,1990,0.9063972
201,Fiji,1997,0.8598383
202,Fiji,2013,0.81982505
203,Finland,1919,1.0000001
204,Finland,1999,0.44754165
205,France,1791,0.9999992
206,France,1793,0.29651514
207,France,1795,0.08897178
208,France,1799,0.078957565
209,France,1802,0.029807037
210,France,1804,0.06272845
211,France,1814,0.37911052
212,France,1830,0.34146068
213,France,1848,0.17162128
214,France,1852,0.06401719
215,France,1875,0.047155283
216,France,1946,0.16071163
217,France,1958,0.05058222
218,Gabon,1961,0.99999994
219,Gabon,1975,0.5749055
220,Gabon,1991,0.51062965
221,Gambia,1970,1.0000001
222,Gambia,1996,0.8790194
223,Georgia,1995,1.0000002
224,Germany(Prussia),1848,1.000002
225,Germany(Prussia),1849,0.9999998
226,Germany,1871,0.65182996
227,Germany,1919,1.0000001
228,Germany Federal Republic,1949,1.0
229,German Democratic Republic,1949,0.6534679
230,Ghana,1954,0.9999997
231,Ghana,1957,0.4535711
232,Ghana,1960,0.10753453
233,Ghana,1969,0.09703929
234,Ghana,1992,0.07074001
235,Great Colombia,1821,1.0
236,Greece,1952,0.9999997
237,Greece,1968,0.6338667
238,Greece,1975,0.5166022
239,Grenada,1974,0.9999999
240,Guatemala,1879,1.0
241,Guatemala,1945,0.40368113
242,Guatemala,1956,0.42791647
243,Guatemala,1965,0.41728032
244,Guatemala,1985,0.37463188
245,Guinea,1958,0.9999999
246,Guinea,1982,0.45839617
247,Guinea,1990,0.48581547
248,Guinea,2010,0.22314274
249,Guinea Bissau,1973,1.0
250,Guinea Bissau,1984,0.4434433
251,Guinea Bissau,1996,0.6874828
252,Guyana,1966,1.0000001
253,Guyana,1970,0.91963136
254,Guyana,1980,0.91764337
255,Haiti,1801,1.0
256,Haiti,1805,0.048224416
257,Haiti,1806,0.04890179
258,Haiti,1811,0.04905813
259,Haiti,1889,0.15067413
260,Haiti,1950,0.1338408
261,Haiti,1964,0.034589186
262,Haiti,1983,0.049944974
263,Haiti,1987,0.035126217
264,Honduras,1839,1.0000008
265,Honduras,1848,0.49899185
266,Honduras,1880,0.30276313
267,Honduras,1894,0.17044286
268,Honduras,1904,0.15068173
269,Honduras,1924,0.1951373
270,Honduras,1936,0.16481538
271,Honduras,1957,0.11899926
272,Honduras,1982,0.14228183
273,Hungary,1919,1.0000001
274,Hungary,1920,0.093426004
275,Hungary,1946,0.14871114
276,Hungary,1949,0.18360011
277,Hungary,2011,0.09478528
278,Iceland,1874,1.0000002
279,Iceland,1920,0.07806507
280,Iceland,1944,0.8875939
281,India,1949,1.000002
282,Indonesia,1945,1.0
283,Indonesia,2002,0.2935547
284,Iran,1906,1.0
285,Iran,1979,0.038354702
286,Iraq,1925,1.0000005
287,Iraq,2005,0.6279956
288,Ireland,1922,0.99999964
289,Ireland,1937,0.8526303
290,Israel,1958,1.0000002
291,Italy,1848,0.99999994
292,Italy,1947,0.31873512
293,Jamaica,1962,1.0
294,Japan,1889,0.9999999
295,Japan,1946,0.48166633
296,Jordan,1946,0.99999994
297,Jordan,1952,0.58359915
298,Kazakhstan,1995,1.0
299,Kenya,1963,1.0000005
300,Kenya,2010,0.72066236
301,Kiribati,1979,0.9999997
302,Kosovo,2008,1.0
303,Kuwait,1962,1.0000005
304,Kyrgyz,1993,1.0
305,Kyrgyz,2007,0.36290964
306,Kyrgyz,2010,0.4211403
307,Laos,1947,0.99999994
308,Laos,1991,0.023156838
309,Latvia,1919,1.0
310,Latvia,1922,0.0509971
311,Latvia,1940,0.12794174
312,Latvia,1991,0.20548323
313,Lebanon,1926,1.0
314,Lesotho,1966,1.0000001
315,Lesotho,1983,0.8844465
316,Lesotho,1993,0.9397069
317,Liberia,1847,1.0000005
318,Liberia,1986,0.6759686
319,Libya,1951,0.9999999
320,Libya,2011,0.3679888
321,Liechtenstein,1818,0.9999999
322,Liechtenstein,1921,0.11925139
323,Lithuania,1922,1.0
324,Lithuania,1928,0.95613253
325,Lithuania,1938,0.9767979
326,Lithuania,1992,0.9282335
327,Luxembourg,1868,1.0000002
328,Macedonia,1991,0.99999917
329,Madagascar,1975,0.9999997
330,Madagascar,1992,0.3482886
331,Madagascar,1998,0.33432096
332,Madagascar,2010,0.34113905
333,Malawi,1964,0.9999998
334,Malawi,1966,0.8372376
335,Malawi,1994,0.80854136
336,Malaysia,1957,0.9999998
337,Maldives,1998,1.0000002
338,Maldives,2008,0.97847325
339,Mali,1969,1.0000001
340,Mali,1974,0.67524284
341,Mali,1992,0.44379568
342,Malta,1964,0.9999994
343,Marshall Islands,1979,0.99999976
344,Mauritania,1961,1.0000001
345,Mauritania,1978,0.3702963
346,Mauritania,1985,0.09401319
347,Mauritania,1991,0.402234
348,Mauritius,1968,0.99999964
349,Mexico,1824,1.0000002
350,Mexico,1836,0.4348626
351,Mexico,1857,0.37110922
352,Mexico,1917,0.46054938
353,Micronesia,1981,1.0000001
354,Moldova,1978,0.9999996
355,Moldova,1994,0.002451231
356,Monaco,1962,0.9999998
357,Mongolia,1924,1.0000001
358,Mongolia,1940,0.10289346
359,Mongolia,1960,0.064558916
360,Mongolia,1992,0.042644937
361,Montenegro,1905,0.999996
362,Montenegro,1992,0.15111744
363,Montenegro,2007,0.16463016
364,Morocco,1962,1.0
365,Morocco,1970,0.5487419
366,Morocco,1972,0.74300927
367,Morocco,2011,0.4753592
368,Mozambique,1975,1.0
369,Mozambique,1990,0.70315087
370,Mozambique,2004,0.16238713
371,Myanmar,1947,0.9999998
372,Myanmar,1962,0.35370308
373,Myanmar,1974,0.06578022
374,Myanmar,2008,0.017234316
375,Namibia,1990,0.9999994
376,Nauru,1968,1.0000002
377,Nepal,1948,0.9999994
378,Nepal,1959,0.11881785
379,Nepal,1962,0.21812412
380,Nepal,1990,0.14019632
381,Nepal,2006,0.16367508
382,Netherlands,1795,0.99999994
383,Netherlands,1815,0.026760641
384,New zealand,1852,0.9999991
385,Nicaragua,1858,0.99999946
386,Nicaragua,1893,0.42889485
387,Nicaragua,1905,0.3101754
388,Nicaragua,1911,0.36117792
389,Nicaragua,1939,0.37696096
390,Nicaragua,1948,0.34587377
391,Nicaragua,1950,0.3678261
392,Nicaragua,1974,0.3921485
393,Nicaragua,1987,0.22362141
394,Nigeria,1960,1.0000002
395,Nigeria,1963,0.11818428
396,Nigeria,1978,0.35122082
397,Nigeria,1989,0.38876083
398,Nigeria,1999,0.4036676
399,Niger,1960,0.2485806
400,Niger,1989,1.0000019
401,Niger,1992,0.96935904
402,Niger,1996,0.8381012
403,Niger,1999,0.8347492
404,Niger,2010,0.7539017
405,North Korea,1948,1.0000001
406,North Korea,1972,0.22172393
407,North Korea,1998,0.51975965
408,Norway,1814,0.99999946
409,Oman,1996,0.9999999
410,Pakistan,1956,0.9999967
411,Pakistan,1962,0.85996485
412,Pakistan,1973,0.8670385
413,Palau,1981,0.9999999
414,Panama,1904,0.99999976
415,Panama,1940,0.6248209
416,Panama,1946,0.20179448
417,Panama,1972,0.50656044
418,Papua New Guinea,1975,1.0000005
419,Paraguay,1813,1.0000001
420,Paraguay,1844,0.19321236
421,Paraguay,1870,0.1585657
422,Paraguay,1940,0.099460736
423,Paraguay,1967,0.08213274
424,Paraguay,1992,0.07798804
425,Peru,1822,1.0
426,Peru,1823,0.4295232
427,Peru,1826,0.11754778
428,Peru,1828,0.19476618
429,Peru,1839,0.17454389
430,Peru,1856,0.14250767
431,Peru,1860,0.19486198
432,Peru,1867,0.17056197
433,Peru,2009,0.16307642
434,Philippines,1899,1.0000008
435,Philippines,1935,0.36825693
436,Philippines,1943,0.23729512
437,Philippines,1973,0.1570329
438,Poland,1921,1.0
439,Poland,1935,0.04344399
440,Poland,1947,0.054123774
441,Poland,1952,0.1273959
442,Poland,1976,0.15082854
443,Poland,1992,0.1384693
444,Poland,1997,0.7925522
445,Portugal,1911,1.0000001
446,Portugal,1976,0.34131274
447,Qatar,2003,1.0
448,Republic of Vietnam,1956,0.99999976
449,Republic of Vietnam,1967,0.4518336
450,Romania,1948,1.0000001
451,Romania,1952,0.08928799
452,Romania,1965,0.055372752
453,Romania,1991,0.0063917334
454,Russia,1905,1.0000014
455,Russia,1918,0.18062569
456,Russia,1924,0.007008823
457,Russia,1936,0.008156458
458,Russia,1977,0.003911955
459,Russia,1993,0.34262827
460,Rwanda,1962,0.9999999
461,Rwanda,1978,0.3922428
462,Rwanda,2003,0.5920847
463,Saint Kitts and Nevis,1983,1.0000002
464,Saint Lucia,1978,1.0000008
465,Saint Vincent and the Grenadines,1979,1.0000001
466,Samoa,1962,1.000003
467,Sao Tome and Principe,1975,1.0000001
468,Saudi Arabia,1926,1.0000001
469,Saudi Arabia,1992,0.39108956
470,Senegal,1963,0.9999997
471,Senegal,2001,0.582811
472,Seychelles,1979,0.99999845
473,Seychelles,1993,0.8618026
474,Sierra Leone,1961,0.9999998
475,Sierra Leone,1978,0.89067477
476,Sierra Leone,1991,0.8806924
477,Singapore,1958,1.0000006
478,Slovakia,1992,0.99999994
479,Slovenia,1991,0.99999994
480,Solomon Islands,1978,1.0000002
481,Somalia,1960,0.9999998
482,Somalia,1979,0.30871597
483,Somalia,2012,0.17284572
484,South Africa,1961,1.000001
485,South Africa,1983,0.59838235
486,South Africa,1993,0.54458714
487,South Africa,1996,0.44928667
488,South Korea,1948,1.0000002
489,South Korea,1987,0.36448473
490,South Sudan,2011,1.0000001
491,Spain,1808,0.99999964
492,Spain,1812,0.17879331
493,Spain,1834,0.15047586
494,Spain,1837,0.62491155
495,Spain,1845,0.16035871
496,Spain,1869,0.25252956
497,Spain,1876,0.3882017
498,Spain,1931,0.43486625
499,Spain,1967,0.09571972
500,Spain,1978,0.19258109
501,Sri Lanka,1931,0.99999905
502,Sri Lanka,1946,0.55550396
503,Sri Lanka,1972,0.11577767
504,Sri Lanka,1978,0.123742945
505,Sudan,1973,1.0000006
506,Sudan,1998,0.38640007
507,Sudan,2005,0.5213097
508,Suriname,1987,1.0
509,Swaziland,1968,0.99999774
510,Swaziland,2005,0.84692454
511,Sweden,1809,0.9999993
512,Sweden,1974,0.91948205
513,Switzerland,1848,1.0000017
514,Switzerland,1874,0.6973471
515,Switzerland,1999,0.8263017
516,Syria,1930,1.0000004
517,Syria,1950,0.5478399
518,Syria,1953,0.5682004
519,Syria,1973,0.28566873
520,Syria,2012,0.22202516
521,Taiwan,1947,1.0
522,Tajikistan,1994,0.9999999
523,Tanzania,1961,1.0000002
524,Tanzania,1962,0.81738114
525,Tanzania,1977,0.18119249
526,Tanzania,1985,0.08571993
527,Thailand,1932,0.99999917
528,Thailand,1949,0.16511595
529,Thailand,1968,0.5123711
530,Thailand,1974,0.47005507
531,Thailand,1976,0.27413487
532,Thailand,1978,0.50365794
533,Thailand,1997,0.43294019
534,Thailand,2007,0.22991417
535,Thailand,2014,0.19879071
536,Tibet,1991,1.0000001
537,Togo,1960,1.0
538,Togo,1979,0.80125797
539,Togo,1992,0.7299137
540,Tonga,1875,1.0000001
541,Trinidad and Tobago,1962,1.0000005
542,Trinidad and Tobago,1976,0.9429296
543,Tunisia,1959,1.0
544,Tunisia,2011,0.35975134
545,Tunisia,2014,0.3991509
546,Turkey,1876,0.99999976
547,Turkey,1921,0.074150205
548,Turkey,1924,0.11421136
549,Turkey,1945,0.2610415
550,Turkey,1961,0.19251126
551,Turkey,1982,0.10041113
552,Turkmenistan,1992,0.99999994
553,Turkmenistan,2008,0.42691803
554,Tuvalu,1978,1.0000001
555,Tuvalu,1986,0.94326836
556,Uganda,1967,1.0000004
557,Uganda,1995,0.7242839
558,Ukraine,1978,0.9999926
559,Ukraine,1996,0.0
560,United Arab Emirates,1971,1.0000001
561,United states,1789,1.0000002
562,Uruguay,1830,1.0
563,Uruguay,1918,0.9196727
564,Uruguay,1952,0.12214588
565,Uruguay,1966,0.15362254
566,Uzbekistan,1992,1.0000001
567,Vanuatu,1979,1.0000001
568,Vanuatu,1980,0.96845645
569,Vatican City,2000,0.99999976
570,Venezuela,1830,1.0000002
571,Venezuela,1858,0.5733684
572,Venezuela,1864,0.42788646
573,Venezuela,1874,0.33002058
574,Venezuela,1881,0.3086274
575,Venezuela,1891,0.27263108
576,Venezuela,1893,0.3667084
577,Venezuela,1901,0.260894
578,Venezuela,1904,0.2422514
579,Venezuela,1909,0.2901478
580,Venezuela,1914,0.28036326
581,Venezuela,1922,0.27621624
582,Venezuela,1925,0.24576297
583,Venezuela,1928,0.22967961
584,Venezuela,1929,0.23411505
585,Venezuela,1931,0.23727043
586,Venezuela,1936,0.23710676
587,Venezuela,1947,0.3027073
588,Venezuela,1953,0.2434091
589,Venezuela,1961,0.2589987
590,Venezuela,1999,0.29629093
591,Vietnam,1960,1.0000001
592,Vietnam,1980,0.12905261
593,Vietnam,1992,0.123200804
594,Yemen Arab Republic,1970,1.0000006
595,Yemen Arab Republic,1991,0.09040949
596,Yugoslavia(Serbia),1835,1.0000013
597,Yugoslavia(Serbia),1838,0.25806558
598,Yugoslavia(Serbia),1869,0.04984869
599,Yugoslavia(Serbia),1888,0.05113961
600,Yugoslavia(Serbia),1901,0.034928005
601,Yugoslavia,1921,0.04730831
602,Yugoslavia,1931,0.012818738
603,Yugoslavia,1946,0.041265287
604,Yugoslavia,1953,0.07129822
605,Yugoslavia,1963,0.9999997
606,Yugoslavia,1974,0.48312762
607,Yugoslavia,1992,0.631903
608,Yugoslavia,2003,0.42294762
609,Yugoslavia,2006,0.41626585
610,Zambia,1964,1.0000001
611,Zambia,1973,0.52912533
612,Zambia,1991,0.9111137
613,Zimbabwe,1965,0.99999464
614,Zimbabwe,1969,0.75297904
615,Zimbabwe,1979,0.12410962
616,Zimbabwe,2013,0.08661375
